pair_id,cmi_score,cmi_legacy_recomputed,cmi_v2_exclude,cmi_v2_hindi,cmi_v2_english
P00752,0.4805194805194805,0.4805194805194805,22.857142857142854,22.857142857142854,22.857142857142854
P00333,0.425,0.425,25.71428571428571,25.59241706161137,26.066350710900476
P00289,0.5038759689922481,0.5038759689922481,25.86206896551724,25.423728813559322,27.118644067796616
P00560,0.416,0.416,32.432432432432435,31.85840707964602,33.62831858407079
P02355,0.4322916666666667,0.4322916666666667,20.24539877300614,20.24539877300614,20.24539877300614
P02998,0.4166666666666667,0.4166666666666667,35.76642335766424,35.76642335766424,35.76642335766424
P01437,0.4508196721311475,0.45081967213114754,25.0,25.0,25.0
P02162,0.4210526315789473,0.42105263157894735,21.08843537414966,20.945945945945944,21.62162162162162
P01706,0.4166666666666667,0.4166666666666667,13.11475409836066,13.11475409836066,13.11475409836066
P02390,0.4146341463414634,0.4146341463414634,24.29906542056075,24.29906542056075,24.29906542056075
P02362,0.4343434343434343,0.43434343434343436,23.750000000000004,23.750000000000004,23.750000000000004
P02786,0.3660714285714285,0.36607142857142855,36.04651162790697,36.04651162790697,36.04651162790697
P01162,0.4945054945054945,0.4945054945054945,27.500000000000004,27.160493827160494,28.395061728395067
P01349,0.3896103896103896,0.38961038961038963,28.125,28.125,28.125
P00212,0.40625,0.40625,29.508196721311474,29.508196721311474,29.508196721311474
P01409,0.453125,0.453125,27.86885245901639,27.86885245901639,27.86885245901639
P02768,0.3861386138613861,0.38613861386138615,39.36170212765957,39.36170212765957,39.36170212765957
P02869,0.432,0.432,36.03603603603604,35.39823008849557,37.16814159292036
P00662,0.5,0.5,19.999999999999996,19.999999999999996,19.999999999999996
P00561,0.5113636363636364,0.5113636363636364,17.910447761194025,16.901408450704224,22.535211267605636
P01320,0.3421052631578947,0.34210526315789475,44.927536231884055,44.927536231884055,44.927536231884055
P02354,0.436046511627907,0.436046511627907,33.56164383561644,32.88590604026845,34.89932885906041
P02271,0.4375,0.4375,29.761904761904766,29.761904761904766,29.761904761904766
P00015,0.5185185185185185,0.5185185185185185,33.76623376623377,33.333333333333336,34.61538461538461
P01022,0.4647887323943662,0.4647887323943662,25.806451612903224,25.806451612903224,25.806451612903224
P02626,0.3873873873873873,0.38738738738738737,31.958762886597935,31.958762886597935,31.958762886597935
P02802,0.4647887323943662,0.4647887323943662,22.764227642276424,22.764227642276424,22.764227642276424
P01265,0.4523809523809524,0.4523809523809524,31.57894736842105,31.57894736842105,31.57894736842105
P02846,0.4144144144144144,0.4144144144144144,31.929824561403507,31.707317073170728,32.40418118466899
P02961,0.4729729729729729,0.47297297297297297,29.104477611940293,29.104477611940293,29.104477611940293
P02172,0.4642857142857143,0.4642857142857143,26.530612244897956,26.530612244897956,26.530612244897956
P02933,0.4790419161676646,0.47904191616766467,13.013698630136982,13.013698630136982,13.013698630136982
P01718,0.359375,0.359375,25.0,25.0,25.0
P02318,0.5217391304347826,0.5217391304347826,20.512820512820518,20.512820512820518,20.512820512820518
P00508,0.4805194805194805,0.4805194805194805,31.343283582089555,31.343283582089555,31.343283582089555
P01886,0.4431818181818182,0.4431818181818182,26.76056338028169,26.027397260273975,28.767123287671236
P00730,0.419753086419753,0.41975308641975306,38.84892086330935,38.84892086330935,38.84892086330935
P00859,0.4759036144578313,0.4759036144578313,31.506849315068497,31.506849315068497,31.506849315068497
P01661,0.3725490196078431,0.37254901960784315,28.409090909090907,28.409090909090907,28.409090909090907
P00934,0.5079365079365079,0.5079365079365079,12.5,12.5,12.5
P01674,0.3137254901960784,0.3137254901960784,50.0,50.0,50.0
P00351,0.5584415584415584,0.5584415584415584,11.940298507462687,11.940298507462687,11.940298507462687
P02234,0.4743589743589743,0.47435897435897434,22.535211267605636,22.535211267605636,22.535211267605636
P02054,0.3561643835616438,0.3561643835616438,35.820895522388064,35.820895522388064,35.820895522388064
